SYSBTC-71000 --- in 0.023086071014404297 seconds ---
SYSBTC-72000 --- in 0.023753881454467773 seconds ---
SYSBTC-73000 --- in 0.021943092346191406 seconds ---
SYSBTC-74000 --- in 0.026803016662597656 seconds ---
SYSBTC-75000 --- in 0.02006387710571289 seconds ---
SYSBTC-76000 --- in 0.0202939510345459 seconds ---
SYSBTC-77000 --- in 0.02351689338684082 seconds ---
SYSBTC-78000 --- in 0.034707069396972656 seconds ---
SYSBTC-79000 --- in 0.022841930389404297 seconds ---
SYSBTC-80000 --- in 0.02475905418395996 seconds ---
SYSBTC-81000 --- in 0.024877071380615234 seconds ---
SYSBTC-82000 --- in 0.02031111717224121 seconds ---
SYSBTC-83000 --- in 0.020720958709716797 seconds ---
SYSBTC-84000 --- in 0.020885944366455078 seconds ---
SYSBTC-85000 --- in 0.02202606201171875 seconds ---
SYSBTC-86000 --- in 0.02024388313293457 seconds ---
SYSBTC-87000 --- in 0.022368907928466797 seconds ---
SYSBTC-88000 --- in 0.020453214645385742 seconds ---
SYSBTC-89000 --- in 0.018767118453979492 seconds ---
SYSBTC-90000 --- in 0.019129037857055664 seconds ---
SYSBTC-91000 --- in 0.024618864059448242 seconds ---
SYSBTC-92000 --- in 0.02489018440246582 seconds ---
SYSBTC-93000 --- in 0.019315004348754883 seconds ---
SYSBTC-94000 --- in 0.02087712287902832 seconds ---
SYSBTC-95000 --- in 0.020180940628051758 seconds ---
SYSBTC-96000 --- in 0.059539079666137695 seconds ---
SYSBTC-97000 --- in 0.022170066833496094 seconds ---
SYSBTC-98000 --- in 0.02245187759399414 seconds ---
SYSBTC-99000 --- in 0.02080392837524414 seconds ---
**********************************
TOTAL BALANCE FOR SYSBTC: 93.42703122216352
TRADE COUNT FOR SYSBTC: 2
**********************************
LSKBTC-1000
KNCBTC-153657
KNCBTC-154657
KNCBTC-155657
**********************************
TOTAL BALANCE FOR KNCBTC: 100
TRADE COUNT FOR KNCBTC: 0
**********************************
REQBTC-63426
REQBTC-64426
REQBTC-65426
buy cond 2 working..
##### TRADE 0 #####
BUY: 51282051.28205128 REQBTC for 1.95e-06 at 2020-02-18 16:16 - index: 65826
     index              date  symbol  last_price  total_traded_quote_asset_volume  label_qav    score_qav   change_qav  change_price
167676  167677  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167677  167678  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167678  167679  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167679  167680  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167680  167681  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167681  167682  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167682  167683  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167683  167684  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167684  167685  ARKBTC  0.00002141                      11.08615323          0 -3.480685880  0.000000000   0.000000000
167685  167686  ARKBTC  0.00002141                      11.08035111          0 -3.480685880 -0.052336639   0.000000000
167686  167687  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167687  167688  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167688  167689  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167689  167690  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167690  167691  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167691  167692  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167692  167693  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167693  167694  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167694  167695  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167695  167696  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167696  167697  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167697  167698  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167698  167699  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167699  167700  ARKBTC  0.00002141                      11.08035111          0 -3.480685880  0.000000000   0.000000000
167700  167701  ARKBTC  0.00002155                      11.09431551          1  1.325514404  0.126028497   0.653900047
167701  167702  ARKBTC  0.00002155                      11.09431551          1  1.325514404  0.000000000   0.000000000
167702  167703  ARKBTC  0.00002157                      11.13697750          1  1.325514404  0.384539181   0.092807425
167703  167704  ARKBTC  0.00002157                      11.13697750          1  1.325514404  0.000000000   0.000000000
167704  167705  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.403419958   0.092721372
167705  167706  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167706  167707  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167707  167708  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167708  167709  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167709  167710  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167710  167711  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167711  167712  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167712  167713  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167713  167714  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167714  167715  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167715  167716  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167716  167717  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167717  167718  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167718  167719  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167719  167720  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167720  167721  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167721  167722  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167722  167723  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167723  167724  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
167724  167725  ARKBTC  0.00002159                      11.18190629          1 -1.695803417  0.000000000   0.000000000
ARKBTC-168001
CONDITION 1 IS SELLING....
ARKBTC-169001
ARKBTC-170001
ARKBTC-171001
ARKBTC-172001
ARKBTC-173001
ARKBTC-174001
ARKBTC-175001
ARKBTC-176001
ARKBTC-177001
ARKBTC-178001
ARKBTC-179001
ARKBTC-180001
ARKBTC-181001
CONDITION 1 IS BUYING....
##### TRADE 1 #####
BUY: ARKBTC for 2.202e-05 at 2020-02-07 03:25 - index: 181633
      index              date  symbol  last_price  total_traded_quote_asset_volume  label_qav    score_qav   change_qav  change_price
400  181534  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
401  181535  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
402  181536  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
403  181537  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
404  181538  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
405  181539  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
406  181540  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
407  181541  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
408  181542  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
409  181543  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
410  181544  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
411  181545  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
412  181546  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
413  181547  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
414  181548  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
415  181549  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
416  181550  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
417  181551  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
418  181552  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
419  181553  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
420  181554  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
421  181555  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
422  181556  2020-02-07 03:22  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
423  181557  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
424  181558  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
425  181559  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
426  181560  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
427  181561  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
428  181562  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
429  181563  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
430  181564  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
431  181565  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
432  181566  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
433  181567  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
434  181568  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
435  181569  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
436  181570  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
437  181571  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
438  181572  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
439  181573  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
440  181574  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
441  181575  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
442  181576  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
443  181577  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
444  181578  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
445  181579  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
446  181580  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
447  181581  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
448  181582  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
449  181583  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
450  181584  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
451  181585  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
452  181586  2020-02-07 03:23  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
453  181587  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
454  181588  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
455  181589  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
456  181590  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
457  181591  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
458  181592  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
459  181593  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
460  181594  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
461  181595  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
462  181596  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
463  181597  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
464  181598  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
465  181599  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
466  181600  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
467  181601  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
468  181602  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
469  181603  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
470  181604  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
471  181605  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
472  181606  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
473  181607  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
474  181608  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
475  181609  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
476  181610  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
477  181611  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
478  181612  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
479  181613  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
480  181614  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
481  181615  2020-02-07 03:24  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
482  181616  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
483  181617  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
484  181618  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
485  181619  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
486  181620  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
487  181621  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
488  181622  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
489  181623  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
490  181624  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
491  181625  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
492  181626  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
493  181627  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
494  181628  2020-02-07 03:25  ARKBTC  0.00002191                      20.65103583          0 -5.188558562  0.000000000   0.000000000
495  181629  2020-02-07 03:25  ARKBTC  0.00002199                      20.69898633          1  2.017759652  0.232194164   0.365130078
496  181630  2020-02-07 03:25  ARKBTC  0.00002199                      20.69898633          1  2.017759652  0.000000000   0.000000000
497  181631  2020-02-07 03:25  ARKBTC  0.00002199                      20.81199852          1  2.527236291  0.545979345   0.000000000
498  181632  2020-02-07 03:25  ARKBTC  0.00002201                      20.87266146          1  2.527236291  0.291480609   0.090950432
499  181633  2020-02-07 03:25  ARKBTC  0.00002202                      20.91870509          1  2.527236291  0.220593000   0.045433894
20 after----->>>>>>>
         index  symbol  last_price  total_traded_quote_asset_volume  label_qav    score_qav   change_qav  change_price
181553  181554  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181554  181555  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181555  181556  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181556  181557  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181557  181558  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181558  181559  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181559  181560  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181560  181561  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181561  181562  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181562  181563  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181563  181564  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181564  181565  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181565  181566  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181566  181567  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181567  181568  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181568  181569  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181569  181570  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181570  181571  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181571  181572  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181572  181573  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181573  181574  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181574  181575  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181575  181576  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181576  181577  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181577  181578  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181578  181579  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181579  181580  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181580  181581  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181581  181582  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181582  181583  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181583  181584  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181584  181585  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181585  181586  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181586  181587  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181587  181588  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181588  181589  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181589  181590  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181590  181591  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181591  181592  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181592  181593  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181593  181594  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181594  181595  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181595  181596  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181596  181597  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181597  181598  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181598  181599  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181599  181600  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181600  181601  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181601  181602  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181602  181603  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181603  181604  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181604  181605  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181605  181606  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181606  181607  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181607  181608  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181608  181609  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181609  181610  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181610  181611  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181611  181612  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181612  181613  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181613  181614  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181614  181615  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181615  181616  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181616  181617  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181617  181618  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181618  181619  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181619  181620  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181620  181621  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181621  181622  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181622  181623  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181623  181624  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181624  181625  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181625  181626  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181626  181627  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181627  181628  ARKBTC  0.00002191                      20.65103583          0 -4.361645508  0.000000000   0.000000000
181628  181629  ARKBTC  0.00002199                      20.69898633          1  2.452770570  0.232194164   0.365130078
181629  181630  ARKBTC  0.00002199                      20.69898633          1  2.452770570  0.000000000   0.000000000
181630  181631  ARKBTC  0.00002199                      20.81199852          1  2.822862433  0.545979345   0.000000000
181631  181632  ARKBTC  0.00002201                      20.87266146          1  2.822862433  0.291480609   0.090950432
181632  181633  ARKBTC  0.00002202                      20.91870509          1  2.822862433  0.220593000   0.045433894
181633  181634  ARKBTC  0.00002202                      20.96813999          1  2.822862433  0.236319121   0.000000000
181634  181635  ARKBTC  0.00002205                      21.01550329          1  2.822862433  0.225882220   0.136239782
181635  181636  ARKBTC  0.00002217                      21.05143761          1  2.822862433  0.170989576   0.544217687
181636  181637  ARKBTC  0.00002220                      21.10604276          1  0.317235179  0.259389173   0.135317997
181637  181638  ARKBTC  0.00002208                      21.10730132          1  0.317235179  0.005963032  -0.540540541
181638  181639  ARKBTC  0.00002208                      21.10730132          1  0.317235179  0.000000000   0.000000000
181639  181640  ARKBTC  0.00002210                      21.10878076          1  0.317235179  0.007009139   0.090579710
181640  181641  ARKBTC  0.00002210                      21.10878076          1  0.317235179  0.000000000   0.000000000
181641  181642  ARKBTC  0.00002210                      21.10878076          1  0.317235179  0.000000000   0.000000000
181642  181643  ARKBTC  0.00002210                      21.10878076          1  0.317235179  0.000000000   0.000000000
181643  181644  ARKBTC  0.00002210                      21.10878076          1  0.317235179  0.000000000   0.000000000
181644  181645  ARKBTC  0.00002210                      21.10878076          1  0.317235179  0.000000000   0.000000000
181645  181646  ARKBTC  0.00002214                      21.11178800          1  0.317235179  0.014246394   0.180995475
181646  181647  ARKBTC  0.00002214                      21.11178800          1  0.317235179  0.000000000   0.000000000
181647  181648  ARKBTC  0.00002214                      21.11178800          1  0.317235179  0.000000000   0.000000000
181648  181649  ARKBTC  0.00002214                      21.11178800          1  0.317235179  0.000000000   0.000000000
181649  181650  ARKBTC  0.00002214                      21.11178800          1  0.317235179  0.000000000   0.000000000
