
############################################################################################################################################
BUY COND 4 - EXPERIMENTAL
##########################################################################################################################################

#algoritmanın bunları bulması ve 100lik çalışması lazım lazım  resimleri notesda:
#ticker1 ark lrc sky sys oax blz 90926 nebl 101330 oax 167747 #ticker2 enj 75784 knc 154156 req kava 152670 fuel 4375 lend 11326 band 183656 gto 56330
#algoritmanın bunları bulmaması lazım: ticker2 ftt 9460 BAND 94572 çok zayıf, ncash 9276 poe 7221 mft 11970 ftm 26728 cocos 2553

=======================================================================================================================================
WIN CONDITIONS
===============================================================================================================================================================================================================================================================================================================================================
        symbol  last_price  total_traded_quote_asset_volume  label_qav    score_qav   change_qav  change_price
342732  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342733  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342734  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342735  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342736  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342737  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342738  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342739  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342740  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342741  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342742  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342743  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342744  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342745  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342746  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342747  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342748  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342749  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342750  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342751  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342752  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342753  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342754  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342755  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342756  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342757  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342758  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342759  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342760  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342761  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342762  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342763  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342764  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342765  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342766  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342767  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342768  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342769  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342770  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342771  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342772  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342773  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342774  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342775  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342776  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342777  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342778  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342779  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342780  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342781  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342782  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342783  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342784  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342785  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342786  ARKBTC  0.00002280                      18.64783512          0 -3.548577284  0.000000000   0.000000000
342787  ARKBTC  0.00002280                      18.64756186          0 -3.548577284 -0.001465371   0.000000000
342788  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342789  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342790  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342791  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342792  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342793  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342794  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342795  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342796  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342797  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342798  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342799  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342800  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342801  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342802  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342803  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342804  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342805  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342806  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342807  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342808  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342809  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342810  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342811  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342812  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342813  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342814  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342815  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342816  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342817  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342818  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342819  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342820  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342821  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342822  ARKBTC  0.00002280                      18.64756186          0 -3.548577284  0.000000000   0.000000000
342823  ARKBTC  0.00002280                      18.64653188          0 -3.548577284 -0.005523403   0.000000000
342824  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342825  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342826  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342827  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342828  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342829  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342830  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342831  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342832  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342833  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342834  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342835  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342836  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342837  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342838  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342839  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342840  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342841  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342842  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342843  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342844  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342845  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342846  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342847  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342848  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342849  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342850  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342851  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342852  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342853  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342854  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342855  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342856  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342857  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342858  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342859  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342860  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342861  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342862  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342863  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342864  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342865  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342866  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342867  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342868  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342869  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342870  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342871  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342872  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342873  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342874  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342875  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342876  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342877  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342878  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342879  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342880  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342881  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342882  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342883  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342884  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342885  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342886  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342887  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342888  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342889  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342890  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342891  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342892  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342893  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342894  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342895  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342896  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342897  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342898  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
342899  ARKBTC  0.00002280                      18.64653188          0 -3.548577284  0.000000000   0.000000000
