
############################################################################################################################################
BUY COND 4 - EXPERIMENTAL
##########################################################################################################################################

#algoritmanın bunları bulması ve 100lik çalışması lazım lazım  resimleri notesda:
#ticker1 ark lrc sky sys oax blz 90926 nebl 101330 oax 167747 #ticker2 enj 75784 knc 154156 req kava 152670 fuel 4375 lend 11326 band 183656 gto 56330
#algoritmanın bunları bulmaması lazım: ticker2 ftt 9460 BAND 94572 çok zayıf, ncash 9276 poe 7221 mft 11970 ftm 26728 cocos 2553

=======================================================================================================================================
WIN CONDITIONS
===============================================================================================================================================================================================================================================================================================================================================
        symbol  last_price  total_traded_quote_asset_volume  label_qav    score_qav   change_qav  change_price
88563  SYSBTC  0.00000470                     327.67503811          0  2.336597898  0.000000000   0.000000000
88564  SYSBTC  0.00000470                     327.67503811          0  2.336597898  0.000000000   0.000000000
88565  SYSBTC  0.00000470                     327.67503811          0  2.336597898  0.000000000   0.000000000
88566  SYSBTC  0.00000471                     327.75690262          0  2.336597898  0.024983444   0.212765957
88567  SYSBTC  0.00000471                     327.78368093          0  2.336597898  0.008170174   0.000000000
88568  SYSBTC  0.00000471                     327.81220469          0  2.336597898  0.008702007   0.000000000
88569  SYSBTC  0.00000470                     327.81297079          0  2.336597898  0.000233701  -0.212314225
88570  SYSBTC  0.00000472                     327.94815854          0  2.336597898  0.041239293   0.425531915
88571  SYSBTC  0.00000471                     327.94827629          0  2.336597898  0.000035905  -0.211864407
88572  SYSBTC  0.00000471                     327.94865309          0  2.336597898  0.000114896   0.000000000
88573  SYSBTC  0.00000472                     327.98725797          0  2.336597898  0.011771623   0.212314225
88574  SYSBTC  0.00000472                     327.98725797          0  2.336597898  0.000000000   0.000000000
88575  SYSBTC  0.00000471                     327.99457731          0  2.336597898  0.002231593  -0.211864407
88576  SYSBTC  0.00000473                     328.03475930          0  2.336597898  0.012250809   0.424628450
88577  SYSBTC  0.00000471                     328.03605455          0  2.336597898  0.000394851  -0.422832981
88578  SYSBTC  0.00000473                     328.10641330          0  2.336597898  0.021448481   0.424628450
88579  SYSBTC  0.00000471                     328.10905561          0  2.336597898  0.000805321  -0.422832981
88580  SYSBTC  0.00000471                     328.10905561          0  2.336597898  0.000000000   0.000000000
88581  SYSBTC  0.00000473                     328.11094288          0  2.336597898  0.000575196   0.424628450
88582  SYSBTC  0.00000473                     328.11261730          0  2.336597898  0.000510321   0.000000000
88583  SYSBTC  0.00000473                     328.11261730          0  2.336597898  0.000000000   0.000000000
88584  SYSBTC  0.00000473                     328.13190151          0  2.336597898  0.005877314   0.000000000
88585  SYSBTC  0.00000474                     328.13356414          0  2.336597898  0.000506696   0.211416490
88586  SYSBTC  0.00000473                     328.20889913          0  2.336597898  0.022958636  -0.210970464
88587  SYSBTC  0.00000473                     328.21281674          0  2.336597898  0.001193633   0.000000000
88588  SYSBTC  0.00000471                     328.21686263          0  2.336597898  0.001232703  -0.422832981
88589  SYSBTC  0.00000471                     328.21686263          0  2.336597898  0.000000000   0.000000000
88590  SYSBTC  0.00000473                     328.27703769          0  2.336597898  0.018333933   0.424628450
88591  SYSBTC  0.00000473                     328.27703769          0  2.336597898  0.000000000   0.000000000
88592  SYSBTC  0.00000473                     328.27703769          0  2.336597898  0.000000000   0.000000000
88593  SYSBTC  0.00000471                     328.27900411          0  2.336597898  0.000599012  -0.422832981
88594  SYSBTC  0.00000471                     328.27900411          0  2.336597898  0.000000000   0.000000000
88595  SYSBTC  0.00000473                     328.31858475          0  2.336597898  0.012057012   0.424628450
88596  SYSBTC  0.00000473                     328.31858475          0  2.336597898  0.000000000   0.000000000
88597  SYSBTC  0.00000473                     328.31858475          0  2.336597898  0.000000000   0.000000000
88598  SYSBTC  0.00000473                     328.31858475          0  2.336597898  0.000000000   0.000000000
88599  SYSBTC  0.00000474                     328.32100689          0  2.336597898  0.000737741   0.211416490
88600  SYSBTC  0.00000474                     328.32100689          0  2.336597898  0.000000000   0.000000000
88601  SYSBTC  0.00000475                     328.32114464          0  2.336597898  0.000041956   0.210970464
88602  SYSBTC  0.00000476                     328.33157579          0  2.336597898  0.003177118   0.210526316
88603  SYSBTC  0.00000476                     328.33157579          0  2.336597898  0.000000000   0.000000000
88604  SYSBTC  0.00000476                     328.33157579          0  2.336597898  0.000000000   0.000000000
88605  SYSBTC  0.00000476                     328.43715735          0  2.508738196  0.032156992   0.000000000
88606  SYSBTC  0.00000476                     328.43726207          0  2.508738196  0.000031884   0.000000000
88607  SYSBTC  0.00000476                     328.43726207          0  2.508738196  0.000000000   0.000000000
88608  SYSBTC  0.00000476                     328.43726207          0  2.508738196  0.000000000   0.000000000
88609  SYSBTC  0.00000476                     328.47261459          0  2.508738196  0.010763858   0.000000000
88610  SYSBTC  0.00000476                     328.47261459          0  2.508738196  0.000000000   0.000000000
88611  SYSBTC  0.00000476                     328.47261459          0  2.508738196  0.000000000   0.000000000
88612  SYSBTC  0.00000476                     328.51140587          0  2.508738196  0.011809593   0.000000000
88613  SYSBTC  0.00000476                     328.51317183          0  2.508738196  0.000537564   0.000000000
88614  SYSBTC  0.00000476                     328.51317183          0  2.508738196  0.000000000   0.000000000
88615  SYSBTC  0.00000474                     328.61266868          0  2.508738196  0.030287020  -0.420168067
88616  SYSBTC  0.00000474                     328.61266868          0  2.508738196  0.000000000   0.000000000
88617  SYSBTC  0.00000474                     328.61266868          0  2.508738196  0.000000000   0.000000000
88618  SYSBTC  0.00000476                     328.61287336          0  2.508738196  0.000062286   0.421940928
88619  SYSBTC  0.00000476                     328.61287336          0  2.508738196  0.000000000   0.000000000
88620  SYSBTC  0.00000474                     328.61592592          0  2.508738196  0.000928923  -0.420168067
88621  SYSBTC  0.00000476                     328.63053912          0  2.508738196  0.004446893   0.421940928
88622  SYSBTC  0.00000476                     328.63053912          0  2.508738196  0.000000000   0.000000000
88623  SYSBTC  0.00000476                     328.63485168          0  2.508738196  0.001312282   0.000000000
88624  SYSBTC  0.00000476                     328.63485168          0  2.508738196  0.000000000   0.000000000
88625  SYSBTC  0.00000474                     328.65030882          0  2.508738196  0.004703439  -0.420168067
88626  SYSBTC  0.00000474                     328.65295848          0  2.508738196  0.000806225   0.000000000
88627  SYSBTC  0.00000474                     328.69317264          0  2.508738196  0.012236056   0.000000000
88628  SYSBTC  0.00000474                     328.69441926          0  2.508738196  0.000379266   0.000000000
88629  SYSBTC  0.00000474                     328.69463256          0  2.508738196  0.000064893   0.000000000
88630  SYSBTC  0.00000474                     328.74613740          0  2.508738196  0.015669511   0.000000000
88631  SYSBTC  0.00000472                     328.78802802          0  2.508738196  0.012742544  -0.421940928
88632  SYSBTC  0.00000474                     328.81103680          0  2.508738196  0.006998059   0.423728814
88633  SYSBTC  0.00000472                     328.85922328          0  2.508738196  0.014654764  -0.421940928
88634  SYSBTC  0.00000472                     328.85922328          0  2.508738196  0.000000000   0.000000000
88635  SYSBTC  0.00000471                     328.93792738          0  2.508738196  0.023932459  -0.211864407
88636  SYSBTC  0.00000472                     328.93800290          0  2.508738196  0.000022959   0.212314225
88637  SYSBTC  0.00000474                     328.95470698          0  2.508738196  0.005078185   0.423728814
88638  SYSBTC  0.00000471                     329.01350201          0  2.508738196  0.017873290  -0.632911392
88639  SYSBTC  0.00000470                     329.50547122          0  2.472627710  0.149528578  -0.212314225
88640  SYSBTC  0.00000477                     329.50558093          0  2.472627710  0.000033295   1.489361702
88641  SYSBTC  0.00000467                     329.55247069          0  2.472627710  0.014230339  -2.096436059
88642  SYSBTC  0.00000471                     329.55277213          0  2.472627710  0.000091470   0.856531049
88643  SYSBTC  0.00000470                     329.55729823          0  2.472627710  0.001373407  -0.212314225
88644  SYSBTC  0.00000477                     329.61861390          0  2.472627710  0.018605466   1.489361702
88645  SYSBTC  0.00000478                     329.61891504          0  2.472627710  0.000091360   0.209643606
88646  SYSBTC  0.00000477                     329.64013200          0  2.472627710  0.006436815  -0.209205021
88647  SYSBTC  0.00000477                     329.64013200          0  2.472627710  0.000000000   0.000000000
88648  SYSBTC  0.00000477                     329.64013200          0  2.472627710  0.000000000   0.000000000
88649  SYSBTC  0.00000478                     329.65817650          0  2.472627710  0.005474000   0.209643606
88650  SYSBTC  0.00000477                     329.69483872          0  2.472627710  0.011121283  -0.209205021
88651  SYSBTC  0.00000470                     329.70009683          0  2.472627710  0.001594841  -1.467505241
88652  SYSBTC  0.00000477                     329.71368820          0  2.472627710  0.004122343   1.489361702
88653  SYSBTC  0.00000477                     329.71368820          0  2.472627710  0.000000000   0.000000000
88654  SYSBTC  0.00000477                     329.71492317          0  2.472627710  0.000374558   0.000000000
88655  SYSBTC  0.00000477                     329.72013678          0  2.472627710  0.001581248   0.000000000
88656  SYSBTC  0.00000477                     329.72436777          0  2.472627710  0.001283206   0.000000000
88657  SYSBTC  0.00000477                     329.72436777          0  2.472627710  0.000000000   0.000000000
88658  SYSBTC  0.00000477                     329.72436777          0  2.472627710  0.000000000   0.000000000
88659  SYSBTC  0.00000477                     329.72436777          0  2.472627710  0.000000000   0.000000000
88660  SYSBTC  0.00000477                     329.72436777          0  2.472627710  0.000000000   0.000000000
88661  SYSBTC  0.00000477                     329.72436777          0  2.472627710  0.000000000   0.000000000
88662  SYSBTC  0.00000477                     329.72436777          0  2.472627710  0.000000000   0.000000000
88663  SYSBTC  0.00000477                     329.74541778          0  2.472627710  0.006384123   0.000000000
88664  SYSBTC  0.00000477                     329.74541778          0  2.472627710  0.000000000   0.000000000
88665  SYSBTC  0.00000477                     329.74541778          0  2.472627710  0.000000000   0.000000000
88666  SYSBTC  0.00000477                     329.77602210          0  2.472627710  0.009281196   0.000000000
88667  SYSBTC  0.00000477                     329.77602210          0  2.472627710  0.000000000   0.000000000
88668  SYSBTC  0.00000473                     329.77774382          0  2.472627710  0.000522088  -0.838574423
88669  SYSBTC  0.00000473                     329.77774382          0  2.472627710  0.000000000   0.000000000
88670  SYSBTC  0.00000477                     329.80012579          0  2.472627710  0.006786986   0.845665962
88671  SYSBTC  0.00000477                     329.80012579          0  2.472627710  0.000000000   0.000000000
88672  SYSBTC  0.00000476                     329.80702303          0  2.472627710  0.002091339  -0.209643606
88673  SYSBTC  0.00000476                     329.80702303          0  2.472627710  0.000000000   0.000000000
88674  SYSBTC  0.00000476                     329.80702303          0  2.472627710  0.000000000   0.000000000
88675  SYSBTC  0.00000479                     331.07303030          1  3.141010696  0.383863042   0.630252101
88676  SYSBTC  0.00000479                     331.08433949          1  3.141010696  0.003415920   0.000000000
88677  SYSBTC  0.00000479                     331.08433949          1  3.141010696  0.000000000   0.000000000
88678  SYSBTC  0.00000480                     331.17088829          1  3.141010696  0.026141013   0.208768267
88679  SYSBTC  0.00000480                     331.17088829          1  3.141010696  0.000000000   0.000000000
88680  SYSBTC  0.00000479                     331.37100484          1  3.141010696  0.060426975  -0.208333333

1000lik
       symbol  last_price  total_traded_quote_asset_volume  label_qav    score_qav   change_qav  change_price
89921  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89922  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89923  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89924  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89925  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89926  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89927  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89928  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89929  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89930  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89931  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89932  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89933  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89934  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89935  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89936  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89937  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89938  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89939  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89940  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89941  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89942  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89943  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89944  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89945  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89946  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89947  BLZBTC  0.00000238                      11.57299941          0 -1.580317287  0.000000000   0.000000000
89948  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.470776486   0.000000000
89949  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89950  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89951  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89952  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89953  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89954  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89955  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89956  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89957  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89958  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89959  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89960  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89961  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89962  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89963  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89964  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89965  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89966  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89967  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89968  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89969  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89970  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89971  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89972  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89973  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89974  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89975  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89976  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89977  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89978  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89979  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89980  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89981  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89982  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89983  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89984  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89985  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89986  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89987  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89988  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89989  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89990  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89991  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89992  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89993  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89994  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89995  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89996  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89997  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89998  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
89999  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
90000  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
90001  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
90002  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
90003  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
90004  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
90005  BLZBTC  0.00000238                      11.62748237          0 -1.580317287  0.000000000   0.000000000
90006  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.001739844   0.000000000
90007  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90008  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90009  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90010  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90011  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90012  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90013  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90014  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90015  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90016  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90017  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90018  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90019  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90020  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90021  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90022  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90023  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90024  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90025  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90026  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90027  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90028  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90029  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90030  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90031  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90032  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90033  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90034  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90035  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90036  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90037  BLZBTC  0.00000238                      11.62768467          0 -1.580317287  0.000000000   0.000000000
90038  BLZBTC  0.00000238                      11.61258311          0 -1.580317287 -0.129875899   0.000000000
90039  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.008673781  -0.420168067
90040  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90041  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90042  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90043  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90044  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90045  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90046  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90047  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90048  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90049  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90050  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90051  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90052  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90053  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90054  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90055  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90056  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90057  BLZBTC  0.00000237                      11.61359036          0 -1.580317287  0.000000000   0.000000000
90058  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000154646   0.000000000
90059  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90060  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90061  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90062  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90063  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90064  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90065  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90066  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90067  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90068  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90069  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90070  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90071  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90072  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90073  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90074  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90075  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90076  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90077  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90078  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90079  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90080  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90081  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90082  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90083  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90084  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90085  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90086  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90087  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90088  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90089  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90090  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90091  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90092  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90093  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90094  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90095  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90096  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90097  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90098  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90099  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90100  BLZBTC  0.00000237                      11.61360832          0 -1.580317287  0.000000000   0.000000000
90101  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.459186917   0.000000000
90102  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90103  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90104  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90105  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90106  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90107  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90108  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90109  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90110  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90111  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90112  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
90113  BLZBTC  0.00000237                      11.66693649          0 -1.580317287  0.000000000   0.000000000
